sentiment_text,rate
democrats suffered crushing ballot loss across america true statehouses washington great led great charge ’ one lost ? no ’ work way massive fraud rigged_election,-1
must citizens lawyers fbi ’ job ? dominion employees scrambling hiding emptyi,-1
three big rallies today heading pennsylvania plenty say dishonesty media sleepy_joe terrible coverup happening country,-1
voter_fraud,-1
appeal,0
thanks mark ’ continuation never_ending witch_hunt judge brann would not even allow us present case evidence appointment senator pat no tariffs toomey pennsylvania no friend_mine obama no_wonder fraudulent votes,-1
americans choose life never stopped fear,1
joe_biden called george yesterday ’ remember name got help anchor get,1
make_america great,1
winning big voting numbers get_vote bigger,1
court packing defunding police green new deal higher_taxes regulations less freedom ’ democrat,1
make california great,1
never thought vaccine could done soon ’ worry try give_credit biden,-1
chuck_schumer ’ radical plan take georgia change america not happening join backing,-1
democrats already pouring money georgia help prop radical socialist candidates,1
want hold gop senate_majority donnot want go edge socialist abyss georgia hav,1
based decisions rendered list important ever ( second_amendment right life religous liberty etc ) – vote,1
not watch donate help defeat chuck_schumer win two races save senate,1
chuck_schumer takes senate_majority change america know love cannot_allow,1
pennsylvania lead way like many_years ago important things_happening,1
case mask mandate rests bad data wsj,-1
credit supreme_court justice samuel alito delivering forceful repudiation recent political efforts intimida,1
big problems discrepancies mail_ballots usa must final total november_rd,-1
cases test test test fake_news media conspiracy many young people heal fast % corrupt_media conspiracy time_high november_th topic totally change vote,-1
latest fix long vote counters got started via,0
true,1
fake_news media riding covid_covid covid way election losers,-1
ever need keep senate republican hands last line defense agai,1
🤔,0
senate_majority still decided need support stop court packing,1
colleague leader distinct voice washington needs support expected runoff election,1
no way lost election,-1
dominion izing vote part two via,0
dominion izing vote part one via,0
amen ⁦_⁩,0
’ not fighting ’ fighting million people ( not including many trump ballots tossed ) record sitting president voted,1
dominion izing vote part three via,0
increasingly negative unmasked yells mostly empty lot coughs bare hand calls millions,-1
thank,1
let make_sure road socialism never runs state georgia vote,1
also quickly check number envelopes versus number ballots may find many ballots envelopes simple easy georgia republicans angry republicans angry get done,-1
’ governor hapless governor_georgia use emergency powers easily done overrule obstinate secretary_state match signatures envelopes goldmine fraud easily win state,-1
continuing work record speed develop effective vaccines treatments week,1
appeal,0
thanks mark ’ continuation never_ending witch_hunt judge brann would not even allow us present case evidence product senator pat no tariffs toomey pennsylvania no friend_mine obama no_wonder fraudulent votes,-1
) question joe_biden somehow exonerated china deal ? wsj news story correctly notes,1
thank allentown pennsylvania together going make_america great,1
took long enough taking north_carolina long ? looking ballots fix one also ? recount win georgia also pennsylvania michigan ’ let poll_watchers observers counting rooms illegal,1
great_state michigan votes far_greater number people voted cannot certify election democrats cheated big time got_caught republican win,1
detroit far votes people nothing done cure giant scam win michigan,1
wants explanation trump defeat happened four data dumps know,-1
biden yea ’ true put website trump ok,1
played video today ’ rally allentown pennsylvania — must watch,1
thank nice,1
today report widespread cash votes scheme nevada native_american voter advocacy gro,0
breaking dramatic reversal wayne county election board republicans rescind votes certifying results | ne,0
look wisconsin day election biden receives dump votes learned losing badly unbelievable,-1
breaking wi elections commission seeing president trump ’ recount petition objections trying change,0
afternoon joined colleagues calling full independent audit recent election prior certif,0
evidence votes cast nevada people also voted another state people donnot,0
dominion izing vote,0
moderna applying emergency vaccine approval must act quickly operation warp speed great modern_day miracle,1
numbers far highest sitting president no way dems could except learning rigged_election,-1
president finished three rallies joe_biden raise_taxes ban_fracking,-1
amy_coney barrett commitment constitution makes outstanding addition supreme_court congratulations,1
